geoarea,status,region,subregion,geoarea_esri,iso-alpha3,economy,sids,economy_sids,un_region_code,un_region_name,un_subregion_code,un_subregion_name,un_intermediate_region_code,un_intermediate_region_name,un_area,m49_code,mrgid,eez_area,total_eez_area,eez_deeper_than_200,eez_area_0_to_200m,eez_area_200_to_1000m,eez_area_1000_to_2000m,eez_area_2000_to_4000m,eez_area_4000_to_6000m,eez_area_deeper_than_6000m,pct_eez_deeper_than_200,no_ocean,has_ocean,has_ocean_no_deep,has_ocean_deep,ocean_status,50_percent_or_more,90_percent_or_more,Depth_200_PCT,Depth_200_1000_PCT,Depth_1000_2000_PCT,Depth_2000_4000_PCT,Depth_4000_6000_PCT,Depth_6000_PCT,num_survey,num_survey_geo,num_research_geo,survey_research,survey_alone,research_alone,no_data,yes_data,data_sources,no_research_why,check,geoarea eez check,Sovereign,income_group_wb,has_deep_ocean,,dscsr-all,dscsr-imp,dscsr-tools,dscsr-exp,dscsr-group,dscsr-group-imp,dscsr-group-tools,dscsr-group-exp,dsc-pi-all,dsc-pi-vessel,dsc-pi-dsv,dsc-pi-sensor,dsc-pi-data,dsc-pi-org,dsc-pi-ind,dsc-ai-all,dsc-ai-vessel,dsc-ai-dsv,dsc-ai-sensor,dsc-ai-data,dsc-si-all,dsc-si-vessel,dsc-si-dsv,dsc-si-sensor,dsc-si-data,dsc-index-group
Chad,Sovereign,Africa,Middle Africa,Chad,TCD,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,17,Middle Africa,Chad,148,,Chad,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Low income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Eswatini,Sovereign,Africa,Southern Africa,Eswatini,SWZ,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,18,Southern Africa,Eswatini,748,,Eswatini,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Lower middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Ethiopia,Sovereign,Africa,Eastern Africa,Ethiopia,ETH,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Ethiopia,231,,Ethiopia,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Low income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lesotho,Sovereign,Africa,Southern Africa,Lesotho,LSO,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,18,Southern Africa,Lesotho,426,,Lesotho,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Lower middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Malawi,Sovereign,Africa,Eastern Africa,Malawi,MWI,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Malawi,454,,Malawi,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Low income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Mali,Sovereign,Africa,Western Africa,Mali,MLI,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Mali,466,,Mali,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Low income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Niger,Sovereign,Africa,Western Africa,Niger,NER,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Niger,562,,Niger,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Low income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Rwanda,Sovereign,Africa,Eastern Africa,Rwanda,RWA,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Rwanda,646,,Rwanda,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Low income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
South Sudan,Sovereign,Africa,Eastern Africa,South Sudan,SSD,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,South Sudan,728,,South Sudan,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Low income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Uganda,Sovereign,Africa,Eastern Africa,Uganda,UGA,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Uganda,800,,Uganda,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Low income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Zambia,Sovereign,Africa,Eastern Africa,Zambia,ZMB,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Zambia,894,,Zambia,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Lower middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Zimbabwe,Sovereign,Africa,Eastern Africa,Zimbabwe,ZWE,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Zimbabwe,716,,Zimbabwe,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Lower middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Afghanistan,Sovereign,Asia,Southern Asia,Afghanistan,AFG,Developing,,Developing,142,Asia,34,Southern Asia,,,Afghanistan,4,,Afghanistan,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Low income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Armenia,Sovereign,Asia,Western Asia,Armenia,ARM,Developing,,Developing,142,Asia,145,Western Asia,,,Armenia,51,,Armenia,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Upper middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Azerbaijan,Sovereign,Asia,Western Asia,Azerbaijan,AZE,Developing,,Developing,142,Asia,145,Western Asia,,,Azerbaijan,31,26524,Azerbaijan,80586.37853,50815.86433,29770.5142,50357.36563,458.4987016,0,0,0,63.06,1,0,0,,no_ocean,TRUE,FALSE,37,62,1,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,Azerbaijan,Azerbaijan,Upper middle income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Bhutan,Sovereign,Asia,Southern Asia,Bhutan,BTN,Developing,,Developing,142,Asia,34,Southern Asia,,,Bhutan,64,,Bhutan,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Lower middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Kazakhstan,Sovereign,Asia,Central Asia,Kazakhstan,KAZ,Developing,,Developing,142,Asia,143,Central Asia,,,Kazakhstan,398,26522,Kazakhstan,114375.3899,19163.88544,95211.50445,19163.88544,0,0,0,0,16.76,1,0,0,,no_ocean,FALSE,FALSE,83,17,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,Kazakhstan,Kazakhstan,Upper middle income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Kyrgyzstan,Sovereign,Asia,Central Asia,Kyrgyzstan,KGZ,Developing,,Developing,142,Asia,143,Central Asia,,,Kyrgyzstan,417,,Kyrgyzstan,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Lower middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lao People's Democratic Republic,Sovereign,Asia,Southeastern Asia,Laos,LAO,Developing,,Developing,142,Asia,35,South-eastern Asia,,,Lao People's Democratic Republic,418,,Lao People's Democratic Republic,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Lower middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Mongolia,Sovereign,Asia,Eastern Asia,Mongolia,MNG,Developing,,Developing,142,Asia,30,Eastern Asia,,,Mongolia,496,,Mongolia,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Lower middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nepal,Sovereign,Asia,Southern Asia,Nepal,NPL,Developing,,Developing,142,Asia,34,Southern Asia,,,Nepal,524,,Nepal,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Lower middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Tajikistan,Sovereign,Asia,Central Asia,Tajikistan,TJK,Developing,,Developing,142,Asia,143,Central Asia,,,Tajikistan,762,,Tajikistan,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Lower middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Turkmenistan,Sovereign,Asia,Central Asia,Turkmenistan,TKM,Developing,,Developing,142,Asia,143,Central Asia,,,Turkmenistan,795,26523,Turkmenistan,61220.94552,3278.41559,57942.52993,3278.41559,0,0,0,0,5.36,1,0,0,,no_ocean,FALSE,FALSE,95,5,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,Turkmenistan,Turkmenistan,Upper middle income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Uzbekistan,Sovereign,Asia,Central Asia,Uzbekistan,UZB,Developing,,Developing,142,Asia,143,Central Asia,,,Uzbekistan,860,,Uzbekistan,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Lower middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Andorra,Sovereign,Europe,Southern Europe,Andorra,AND,Developed,,Developed,150,Europe,39,Southern Europe,,,Andorra,20,,Andorra,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Austria,Sovereign,Europe,Western Europe,Austria,AUT,Developed,,Developed,150,Europe,155,Western Europe,,,Austria,40,,Austria,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Belarus,Sovereign,Europe,Eastern Europe,Belarus,BLR,Developed,,Developed,150,Europe,151,Eastern Europe,,,Belarus,112,,Belarus,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Upper middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Czechia,Sovereign,Europe,Eastern Europe,Czech Republic,CZE,Developed,,Developed,150,Europe,151,Eastern Europe,,,Czechia,203,,Czechia,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Hungary,Sovereign,Europe,Eastern Europe,Hungary,HUN,Developed,,Developed,150,Europe,151,Eastern Europe,,,Hungary,348,,Hungary,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Liechtenstein,Sovereign,Europe,Western Europe,Liechtenstein,LIE,Developed,,Developed,150,Europe,155,Western Europe,,,Liechtenstein,438,,Liechtenstein,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luxembourg,Sovereign,Europe,Western Europe,Luxembourg,LUX,Developed,,Developed,150,Europe,155,Western Europe,,,Luxembourg,442,,Luxembourg,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Moldova,Sovereign,Europe,Eastern Europe,Moldova,MDA,Developed,,Developed,150,Europe,151,Eastern Europe,,,Republic of Moldova,498,,Moldova,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Upper middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
North Macedonia,Sovereign,Europe,Southern Europe,North Macedonia,MKD,Developed,,Developed,150,Europe,39,Southern Europe,,,North Macedonia,807,,North Macedonia,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Upper middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
San Marino,Sovereign,Europe,Southern Europe,San Marino,SMR,Developed,,Developed,150,Europe,39,Southern Europe,,,San Marino,674,,San Marino,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Serbia,Sovereign,Europe,Southern Europe,Serbia,SRB,Developed,,Developed,150,Europe,39,Southern Europe,,,Serbia,688,,Serbia,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Upper middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,Sovereign,Europe,Eastern Europe,Slovakia,SVK,Developed,,Developed,150,Europe,151,Eastern Europe,,,Slovakia,703,,Slovakia,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Switzerland,Sovereign,Europe,Western Europe,Switzerland,CHE,Developed,,Developed,150,Europe,155,Western Europe,,,Switzerland,756,,Switzerland,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Bolivia,Sovereign,Latin America and the Caribbean,South America,Bolivia,BOL,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,5,South America,Bolivia (Plurinational State of),68,,Bolivia,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Lower middle income,0,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Paraguay,Sovereign,Latin America and the Caribbean,South America,Paraguay,PRY,Developing,,Developing,19,Americas,419,Latin America and the Caribbean,5,South America,Paraguay,600,,Paraguay,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Upper middle income,0,Americas,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
